ulasan,rating,tanggal
"Aplikasi terasa berat, harga paket mahal, internet super lemot, buat main game aja lag parah pas pake operator lain lancar² aja giliran pake telkomsel ping merah terus. tolong tingkatkan lagi kualitas internet nya. percuma bayar mahal tapi kualitas rendah",1,2025-06-27 12:04:50
"aplikasi loading lama, padahal yang punya jaringan",3,2025-06-27 12:04:22
"Signal dah mulai lemot, dievent katanya ada cashback tapi ngga dapet padahal dah sesaui persyaratan, apknya makin bengkak melebihi google padahal isi apknya ngga jelas, dan banyak banget yang lainnya. Buat kalian yang belum make telkomsel mending urungkan niatnya. Terima kasih.",1,2025-06-27 12:03:58
terimakasih,5,2025-06-27 12:02:58
sangat bagus dah 10 tahun pakai telkomsel,4,2025-06-27 12:01:58
setiap mau beli paket internet selalu nggak bisa di bayar.padahal penting banget.,1,2025-06-27 12:01:36
membantu,5,2025-06-27 11:57:25
ini kenapa lagi anying gak bisa beli pulsa,1,2025-06-27 11:54:46
mantap,5,2025-06-27 11:54:37
ok baik,5,2025-06-27 11:53:24
my Telkomsel seru.! sangat puas..,5,2025-06-27 11:51:45
sinyal nya jelek banget padahal dikota besar,1,2025-06-27 11:50:59
tolong paket nya jangan mahal mahal dong,5,2025-06-27 11:50:52
Lengkapin paket sms all operator telkom msh pelit aja,3,2025-06-27 11:49:02
berikan promo lebih murah,5,2025-06-27 11:47:07
"apkikasi anda lambat bukan main, nampilin halaman utama saja butuh waktu lama, tolong perbaiki",5,2025-06-27 11:44:09
keren,5,2025-06-27 11:44:03
bagus,5,2025-06-27 11:41:53
Aplikasi loading terus,1,2025-06-27 11:38:36
Telkomsel semakin ribet dn mahalllll,1,2025-06-27 11:37:18
"tidak ada perubahan, pelayanan buruk, tidak ada notifikasi balasan, bukan sehari tapi berbulan2. makin apdate makin bermasalah, apa di korupsi juga makanya developernya abal2 gini, perlu diselidiki, tidak hanya perangkat 4g yg anda jorupsi",1,2025-06-27 11:36:21
"aplikasi lama lama bikin kesel, cek Kouta apalagi , muter muter seperti nyari jalan tikus, g pakai y butuh di pakai bikin puyeng",2,2025-06-27 11:35:02
lemot parahhh,1,2025-06-27 11:34:18
apk benchmark,1,2025-06-27 11:31:10
"Aplikasi sering error dan loading saat dibuka padahal jaringan sedang baik, dan kadang sering tidak bisa melihat detail sisa kuota. mohon di simak, karena saya pemakai Telkomsel dari dulu. terimakasih",1,2025-06-27 11:31:02
"alah jaringan busuk, beli mahal² tp jaringan nya busuk,apaan coba burik",1,2025-06-27 11:30:49
kouta di apk. msh ada ternyata itu udah abis. dan knpa... gak sampe nol. tau tau pulsa gw ke poting lama lama gw ganti,1,2025-06-27 11:30:44
kenapa sering sekali error.sinyal bagus mau liat kouta aja muter² loading gak selsai².di pakai internet an lain lancar tapi mau liat kouta aja loading gak selesai²..tolong di perbaiki lah pihak developernya.dulu tidak seperti ini..awal² aplikasi my telkomsel dulu lacar enak ringan..sekarang berat dan sering error.pihat developernya jelek banget menurut saya sekelas telkomsel yang no.1 di indonesia tapi aplikasi aja sering error,1,2025-06-27 11:28:50
"paketan mahal sinyal busuk, buat ngegame sinyal merah mulu, jadi malas langganan TELKOMNYET!!!!! 👎👎👎👎",1,2025-06-27 11:28:33
"sangat sangat lelet, selalu stuck .",1,2025-06-27 11:26:51
gak merespon data,1,2025-06-27 11:25:37
"min ko ga bisa ngambil hadiah premium/reword kuota yang ada di stamp berhadiah sihh, padahal kan persyaratan nya udah lengkap, tapi malah ada bacaan muat ulang konten, udah gitu di pencet muat ulang nya malah lamaaaaaa banget muncul nya, tolonglah min di permudahkan,!!!!",3,2025-06-27 11:25:15
"mohon perbaiki sistemnya, pulsa kepotong sangat cepat saat isi kuota tapi kuota nya lama masuk nya",2,2025-06-27 11:23:29
app makin hancur dikit dikit verifikasi 🥱🥱,1,2025-06-27 11:23:18
"aplikasi taik,beli pulsa gak masuk2,sekali update gak bisa dibuka jaringan dah lancarpun gak guna",1,2025-06-27 11:22:19
"apk GK guna,force close android 14",1,2025-06-27 11:18:07
Provider PANTEEEEKKK,1,2025-06-27 11:17:30
"oke tapi kaya lagi buka database negara, buffering lama banget",3,2025-06-27 11:15:45
sanggat membantu,5,2025-06-27 11:15:37
"apk gak ngotak, paket internet di klik klik gagal terus, pulsa 30 ribu, paketnya pakai pulsa 30 ribu juga, tapi gak bisa terus, isi paket yg makan pulsa 25 ribu, stok pulsa 30 ribu, sama juga, gagal terus, apk buruk",1,2025-06-27 11:13:56
baik,5,2025-06-27 11:13:08
Hadeeh,1,2025-06-27 11:11:42
Alhamdulillah aplikasinya sangat mendukung,5,2025-06-27 11:11:28
sangat bagus,4,2025-06-27 11:11:19
baik,5,2025-06-27 11:09:41
"ok ok👍👍👍👍👍ok ok ok ok ok Baik dalam layanan kepada pelanggan 👍., selalu tingkatkan mutu dalam pelayanan tehadap pelanggan 👍",5,2025-06-27 11:09:31
mau pulsa gratis,5,2025-06-27 11:09:25
perusahaan bergaya global tp berkemampuan lokal,1,2025-06-27 11:06:12
busuk,1,2025-06-27 11:05:40
butuh perbaikan aplikasinya,5,2025-06-27 11:05:24
ok,5,2025-06-27 11:05:15
sangat bermanfaat 😁,5,2025-06-27 11:02:05
"ini apk eror muluuu sih tidk baguss hrus di hps donlot lagih bruuu bgs,kelamaan lgih elorrr lgi 😤😤",1,2025-06-27 11:00:11
"sy kasih bintang 3 aplikasinya terlalu lemot buat hp kentang, dan kadang suka ngestak/loading nya lama bet anjayy.",3,2025-06-27 11:00:02
app yg suka loading. ganti telkomsel biar mempermudah dan pketnya awal2 bagus. eh tiba2 masih ada kuota gk bisa d pke. isi pulsa malah kena potong pulsa. harga kuota jauh dr yg kmren. makin mahal. dan cpt abis kuota.,1,2025-06-27 10:57:45
Semoga Saya Bisa Menang di Undi Undi Hadiah Telkomsel,5,2025-06-27 10:55:22
"aplikasi lemot jaringan lemot, harga mahal lengkap bt dh",1,2025-06-27 10:54:23
"apk nya bagus,,, dan menurut saya kalau boleh di perbanyak promonya,, terimakasih 🫶🙏🙏",5,2025-06-27 10:53:12
sinyal gak pernah putus,5,2025-06-27 10:52:30
niat bikin aplikasi ga seh ko bisa bisanya lelet ga cepet kaya yg lain byu yg masih keluarga mu aja mudah di akses lah ini kita lemot,3,2025-06-27 10:51:36
bagus,5,2025-06-27 10:51:28
nice,5,2025-06-27 10:50:56
"kenapa sih disuruh login ulang terus, sms login gamasuk2 lagi susah banget login",1,2025-06-27 10:50:51
Aplikasi sulit terbuka terlalu banyak program gambar iklan dan fitur yg ga ada hubungannya dengan aplikasi operator pulsa dan paket kuota. Terlalu banyak pula pilihan paket yg mubazir tidak sesuai dengan kebutuhan paket normal pada umumnya. Harusnya pilihan paket lebih simple di sesuaikan dgn kebutuhan normal. Terlalu banyak opsi yg gak berguna. Trims,1,2025-06-27 10:50:03
apknya lag parah pahal jaringan sudah bagus,1,2025-06-27 10:49:22
jaringan lebih bagus,5,2025-06-27 10:49:12
sngat baik,5,2025-06-27 10:47:13
"Telkomsel semakin lama bukan semangkin bagus malah semangkin galayak di pergunakan.jatuh nya menindas kuota mahal² jaringan susah dapat,mau di kota mau di desa mau hp baru mau hp lama tetap sulit jaringan,mana paket nya semangkin ga karuan.saya Udah pindah alih ke server sebelah ga Telkomsel lg",1,2025-06-27 10:46:19
mantap berkualitas,5,2025-06-27 10:46:07
"apk anjeeng, masak cuma mau liat sisa paket aja nunggunya berjam jam,,,,yang niat kalau mau buat apk tuhh,,,beratnya gak kalah ke game gede ajaa🤬",1,2025-06-27 10:45:56
sangat buruk aplikasinya,1,2025-06-27 10:45:38
"telkomsel skaranga jaringan sering tidak stabil udah paket lumayan mahal, sinyal sering tiba tiba hilang",2,2025-06-27 10:44:08
jaringan ngelag,1,2025-06-27 10:43:25
"Aplikasi paling buruk yang pernah ada, customer perlu isi paket susah nya luar biasa, aplikasi sering eror",1,2025-06-27 10:37:46
kok makin berkurang ya biasa nya saya beli 9 gb 25.000 sekarang malah jadi 7 gb?,3,2025-06-27 10:37:20
kok akhir² ini jaringan telkomsel sering lag pdahal 4G?,2,2025-06-27 10:32:28
aplikasi sering eror,1,2025-06-27 10:30:20
👍,3,2025-06-27 10:28:11
bagus,5,2025-06-27 10:27:12
mantap,5,2025-06-27 10:26:02
JANGAN MAO LANGGANAN TELKOMSEL SUMPAHH GW LANGGANAN BERTAHUN-TAHUN YANG DAPET CUMA NGELAG NYA DOANG,1,2025-06-27 10:25:27
aplikasi. lelet kaya. kuya .tengek.parah dehh,1,2025-06-27 10:20:56
tolong signal ny.,1,2025-06-27 10:20:48
"apk nya jelek, lambat saat masuk ke dalam apk nya, kebanyakan loading",1,2025-06-27 10:17:29
Sangat lelet tidak lancar,1,2025-06-27 10:16:21
saya sudah bayar tagihan Tapi notiv masih ada tagihan nya hahadeeh,2,2025-06-27 10:14:10
tambah mahal buat pelajar,2,2025-06-27 10:13:22
woy telkomsel ini mau sampai kapan gaada perbaikan tiap masuk pasti loading saja terus masa iya tiap hari harus hapus data dan login lagi,1,2025-06-27 10:12:14
Loading terus tiap dibuka buat cek kuota,1,2025-06-27 10:11:08
"aplikasi aneh, selalu gagal buat cek pulsa dan kuota, seakan2 sengaja menjebak agar tiba2 kuota habis trus makan pulsa",1,2025-06-27 10:03:58
"Telkomsel sekarang makin aneh,makin susuh jaringan nya,Lelet. tambah lagi pembelian paket internet mahal² gak sesuai sama pembelian. kalau 200ribu hanya dapat beberapa GB lebih pakai WiFi karna Telkomsel makin hari makin mahal aja",1,2025-06-27 10:03:41
mengecewakan 😩 sering eror,1,2025-06-27 10:02:18
🤣🤣🤣🤣🤣 tolong di tingkatkan lg aplikasinya lur. masak iya mau liat sisa kuota aja susah. pembelian paket jg kadang bermasalah. sekelas telkom lho ini masak iya kalah sm sebelah.,1,2025-06-27 09:57:12
"aplikasi lemot, meskiput nyambung paket data ataupun wi fi tetep muter² gak jelas. segera perbaiki lah",2,2025-06-27 09:56:36
"sinyal di daerah saya jelek banget hujan dikit aja hilang sinyal apaan, ngga ada perbaikan apa gmna heran",1,2025-06-27 09:56:34
"gak bisa di buka sama sekali. gak guna nomer yang bisa masuk tertera cuma simpati/halo.sedangkan pakek no as yang udah lama gak bisa login .terjadi kesalahan aja,di tanyak in di ig malah katanya no tidak terdaftar.. ndk guna blaz",1,2025-06-27 09:56:12
sangat baik dan paket terjamin,5,2025-06-27 09:54:49
sangat baik,5,2025-06-27 09:54:31
"My Telkomsel semakin seru dengan pelayanan dan hadiah-hadiahnya, Semoga saya berkesempatan mendapatkan hadiahnya. Dan sekarang my Telkomsel semakin terdepan dalam upaya meningkatkan jaringan.",5,2025-06-27 09:43:49
lemot dan tidak memuaskan saat di buka,2,2025-06-27 09:41:58
aplikasi sanag jelek dan sering error👎👎,1,2025-06-27 09:39:53
gajelas paket diturunin,1,2025-06-27 09:37:52
Antara sinyal dengan kecepatan koneksi internet sangat jauh,1,2025-06-27 09:36:10
bikin promo dong,5,2025-06-27 09:34:33
Telkomsel Baguss,5,2025-06-27 09:32:55
Sampah,1,2025-06-27 09:29:13
"Aplikasi lawak. ngecek kuota aja lama banget, mana pulsa sering kesedot tanpa notif sebelumnya. lawak lawakkkk",1,2025-06-27 09:27:30
kembalikan lagi paket GIGANET!,1,2025-06-27 09:25:58
aplikasi error terus stuck,1,2025-06-27 09:25:08
"HARGA AJA MAHAL , SINYAL BURUK DAN SUKA GANGGUAN",1,2025-06-27 09:23:24
mantap,5,2025-06-27 09:21:10
"aplikasi sampahhhhhh, gw dengar kata kelamin di kbbi bakalan diubah jadi telkomsel.",1,2025-06-27 09:19:53
"aplikasi lemot masak buat ngecek paketan aja g bs,sering eror jg",1,2025-06-27 09:17:47
"beli paketan sukses, Paketan nya belom masuk",1,2025-06-27 09:17:43
rugi baget gua beli kuota yg 60gb sisa 10 ribu mau di tukerin lagi ke kuota yg 7 gb eh mah ilang pulsa yg 10 ribu itu yg ada di Telkomsel yah rugi banget,1,2025-06-27 09:17:22
"waktu belum isi pulsa, promo data internet sangat bagus, naah, setelah isi pulsa, tiba² promo² nya hilang, hadeuh",2,2025-06-27 09:17:03
"benerin dong telkom apk nya... masa login mau cek kouta aja nge stuk nih apk... kouta ada sinyal stabil.. mau cek kouta di *888# aja susah pilihan 7.cek kouta, habis itu gk ad pilihan lagi cek kouta hedehh",1,2025-06-27 09:15:02
paket murah,5,2025-06-27 09:15:01
jaringan kayak bujang ga guna,1,2025-06-27 09:14:40
ngeleg mulu,1,2025-06-27 09:10:10
paketan internetnya murah murah.. simpel sinyal oke,5,2025-06-27 09:09:03
internet ngelag gw lagi main lag banget,1,2025-06-27 09:08:26
telkomsel kenapa ini pulsa kepotong terus biaya digital apaan ancur bener telkomsel sekarang tiap isi pulsa di ambil terus,1,2025-06-27 09:07:17
makin kesini masa aktif paket data dikurangi terus.. dari 30..28 hari skarang 27 hari??? why??? udah pengguna lama tapi nggk memuaskan sama sekali .. kebijakan yg dirubah.. bkn tambah bagus.. malah mengecewakan.. kadang sinyal ada kadang ilang.. nggk jelas banget..,1,2025-06-27 09:07:02
"telkomsel itu BUMN yaaa ? lhoo tapi kualitas jaringan masih belum merata,saya tinggal gak jauh dari kota tapi kualitas jaringan telkomsel selalu naik turun,seringnya malah lemot parah padahal cuaca sedang bagus (tidak mendung ataupun hujan).",1,2025-06-27 09:06:22
paket telkomsel semakin sering dibeli semakin naik teruss,1,2025-06-27 09:05:59
jaringan internet Parah,1,2025-06-27 09:05:54
"aplikasinya lemot banget kak. berat banget, tolong di evaluasi aja sama tim pengembangnya. soalnya sayang bgt fitur-fitur yg ada di mytelkomsel jadi tidak bisa di explore. bahkan buat cek sisa kuota saja stuck.",2,2025-06-27 09:03:42
"aplikasi tidak bisa menampilkan sisa kuota yg harusnya up date, cuman bisa loading doang, lelet padahal jaringan sangat bagus",1,2025-06-27 09:03:03
kenapa sinyalnya tidak bagus akhir² bulan ni streaming jadi terganggu,1,2025-06-27 09:01:21
Makin kesini semakin jelek jaringan..... kalau pelanggan sudah kecewa bisa pindah provider lain...,1,2025-06-27 08:59:00
promo,4,2025-06-27 08:55:20
"telkomsel kartu terpelit sih menurutku, udah bertahun tahun make ni kartu tapi kaya gaada yang spesial, promo jarang, harga kuota juga semakin lama semakin mahal, sinyalnya juga makin lelet. hadehhh gatau lagi sama telkomsel 😏😏 semakin lama make malah semakin mahal harga kuotanya",1,2025-06-27 08:55:09
bagus sekalli ada kuota gratis,5,2025-06-27 08:54:22
kartu cepat banget mau di blokir,1,2025-06-27 08:53:15
"jaringan jelek, kurang Bagus mahal doang",1,2025-06-27 08:51:57
"loading terus aneh, padahal buka youtube lancar",1,2025-06-27 08:51:57
harus nya abis download dapat bonus kouta,4,2025-06-27 08:42:15
Aplikasi yang bagus,5,2025-06-27 08:42:05
Bagus,5,2025-06-27 08:40:09
"sinyal 4g hilang..quota darurat,dan beli quota sia2 gak bisa di gunakan..ketelen sama telkomsel... Telkomsel sekarang gak seperti dulu... sekarang bikin eneg",1,2025-06-27 08:32:14
kota jambi sinyal jelek??? 😵‍💫😵‍💫😵‍💫🥲 memang parah Telkomsel. ternyata di medan juga. jempol parahnya,1,2025-06-27 08:27:10
rudet,1,2025-06-27 08:24:48
sinyal internet sudah 2 hari tidak muncul,1,2025-06-27 08:19:05
"jaringan lemot padahal 4G, harga mahal. sinyal sesuai warna aplikasi sinyal Nye kek jembwut jir. main tiktok Lancar giliran ep ep ytta😹",1,2025-06-27 08:17:46
aplikasi jelek selalu bermasalah beli paket data ga bisa mulu sedang ada gangguan mulu ga beres beres customer servicenya juga ga mau nyelesain masalah ini,1,2025-06-27 08:16:28
lama lama tmbah mahal,4,2025-06-27 08:11:03
saya coba lah dulu.. dan saya ksh bintang 2 klu bgs. baru ksh bintang penuh.. okee,2,2025-06-27 08:08:55
lemot stuck,1,2025-06-27 08:08:14
yg bikin aplikasi apa gak riset dlu ya. mau pake 5g pun loading tula. gilaa emng. udh paketnya ga masuk akal. dibuka muter2 doang..,1,2025-06-27 08:06:13
"untuk cek kuota aja lama padahal data kuota masih ada, solusinya uninstall trus download lagii. payahh banget kalo gini trus",2,2025-06-27 08:05:45
ok,5,2025-06-27 08:02:44
crush trus nih aplikasi mau buka juga susah,2,2025-06-27 08:02:22
perasaan saya makin kesini Telkomsel kok makin mahal ya tolong untuk kuota sama biaya pembayarannya disesuaikan masa 17 GB aja mahal amat perasaan dulu saya beli 50 GB 75 ribu tapi sekarang udh GK gada semakin mahal nyesal saya menggunakan kartu Telkomsel,5,2025-06-27 07:59:44
sedikit tidak puas karna aplikasi ini suka tiba² mengaktifkan mode jangan ganggu pad HP,2,2025-06-27 07:59:31
sebaiknya tidak usah pake jaringan 5G..tambah lemot..yg 4G masih lbh bagus,3,2025-06-27 07:58:52
"error sering lemot,, tidak muncul nominal kuota masih berapa, sering ngeleg, error",1,2025-06-27 07:53:48
"aplikasi busuk, jaringan jelek pulsa habis di sedot apalah perbaiki la sistem tu gak jelas pulsa banyak di sedot harga paket mahal mahal jaringan lelet",1,2025-06-27 07:51:20
"Dulu bagus banget fiturnya sekarang gatau kenapa suka loading Mulu kayak error gtu padahal baru beli kuota, selalu stuck di beranda mau liat sisa kuota jadi susah.",1,2025-06-27 07:50:27
masa saya baru beli kuota langsung habis padahal saya tidak download apapun dan hanya scroll tiktok,1,2025-06-27 07:44:49
jaringan tsel kalau lagi hujan semoga tidak lelet lagi utk wilayah kabupaten tabalong di kalsel,5,2025-06-27 07:41:31
perbaikin aplikasi ga jelas,1,2025-06-27 07:37:34
banyak promo,4,2025-06-27 07:36:41
my tetkomsel informasi tdk aktip aplikasi skrg tdk fungsi jelek tolong di perbaiki,1,2025-06-27 07:35:20
pulsa sering di tarik padhl paket darurat ga ada,1,2025-06-27 07:33:54
"apalah setiap main game masa ngeleg ga jelas tiba tiba sinyal ilang mana lagi sekarang udah naik harga paketnya, tapi layanan buruk... Padahal udah di restart udah ubah ubah masih aja ngeleg hadeeh",1,2025-06-27 07:31:35
"eror gabisa dipake, detail paket tidak bisa dibuka",1,2025-06-27 07:29:49
"harga paket gk konsisten , makin lama makin naik harganya 😭😭😭😭😭😭😭",1,2025-06-27 07:29:00
mantap!!,5,2025-06-27 07:25:17
aplikasi nya bagus cuman sanget lemot sekali jarigan bagus tetep lemot buka my telkomsel karna lemot banget akhir nya saya hapus deh ngapain apk gk guna malah ngerusak henpon,1,2025-06-27 07:24:51
Apk bidap di donwload malah ngulang terus,1,2025-06-27 07:24:36
Bukannya layanannya yang diperbaiki malah HP pengguna yang disalahin,2,2025-06-27 07:19:45
terimakasih telkomse,5,2025-06-27 07:18:46
aplikasi sering loading,1,2025-06-27 07:17:06
"mahal, banyak gangguan, calang, apk budug, gk bisa refresh, login di bikin ribet, yg bikin bukan profesional.",1,2025-06-27 07:16:46
bagus untuk cek dan mengetahui masih berapa pulsa dan data kita yang masih tersisa,5,2025-06-27 07:13:02
"kikir tsel, kno pkt unlimited jd 15gb yg td nya 500",1,2025-06-27 07:11:54
ok,4,2025-06-27 07:08:09
"tolong dong aplikasinya di optimalkan lagi, aplikasinya terlalu berat",1,2025-06-27 07:06:39
aplikasi loading nya lama pake banget,1,2025-06-27 07:06:32
tukang korupsi. dasar koruptor,1,2025-06-27 07:02:13
sekarang Telkomsel paket datanya mahall semuaaa gile,1,2025-06-27 07:01:06
"aplikasi lelet lemottttt, setiap masuk ke aplikasi loading terus mau isi kuota loading lamaa, aplikasi LEMOOTTT",1,2025-06-27 06:47:45
"pulsa baru ngisi langsung habis padahal udah ngaktifin jaga pulsa,sinyal jelek banget tapi harga mahal harga sama kualitas jauh",1,2025-06-27 06:47:41
"senang menggunakan telkomsel, karna jaringannya sangat luas dan gampang di akses. trimakasih telkomsel",5,2025-06-27 06:45:36
"setelah lama di pakai, tidak bisa menampilkan pulsa dan quota ..harus di download ulang baru bisa",2,2025-06-27 06:44:04
bagus,5,2025-06-27 06:43:48
sangat bagus,5,2025-06-27 06:43:20
"sinyal telkomsel sekarang ngga sesuai harganya, mahal tapi kualitas kurang banget apalagi di jam jam sibuk",1,2025-06-27 06:36:09
"my Telkomsel tidak bisa di install di play store, kenapa ya",5,2025-06-27 06:34:23
sinyal paraaaaaaah,1,2025-06-27 06:31:16
